event_date,user_pseudo_id,country,device_category,first_arrival_time,first_purchase_time,duration_to_purchase_minutes
2020-11-17,2641867.93140091,Spain,mobile,2020-11-17 11:57:31.339513 UTC,2020-11-17 12:02:35.423907 UTC,5.07
2020-11-17,3432659.98586728,United States,mobile,2020-11-17 07:54:08.239031 UTC,2020-11-17 07:59:08.903270 UTC,5.0
2020-11-17,45350993.6558584,Canada,desktop,2020-11-17 09:26:06.974530 UTC,2020-11-17 09:30:52.914810 UTC,4.75
2020-11-17,35388939.9653515,Germany,desktop,2020-11-17 15:33:37.571421 UTC,2020-11-17 15:38:15.489224 UTC,4.62
2020-11-17,12453465.5603334,United States,desktop,2020-11-17 19:50:22.605497 UTC,2020-11-17 19:54:02.310810 UTC,3.65
2020-11-17,2476173.91047473,United States,desktop,2020-11-17 00:02:10.019951 UTC,2020-11-17 00:05:28.532296 UTC,3.3
2020-11-17,40346918.5536032,Spain,desktop,2020-11-17 02:24:01.765721 UTC,2020-11-17 02:27:01.491284 UTC,2.98
2020-11-17,1279990.27905697,United States,desktop,2020-11-17 14:39:39.293641 UTC,2020-11-17 14:41:32.699937 UTC,1.88
2020-11-18,57062019.193084,United States,mobile,2020-11-18 02:30:08.429302 UTC,2020-11-18 20:46:36.639979 UTC,1096.47
2020-11-18,41590177.4228524,United States,desktop,2020-11-18 08:13:28.886677 UTC,2020-11-18 18:02:21.393586 UTC,588.87
2020-11-18,69449470.6900964,United States,mobile,2020-11-18 08:27:18.589449 UTC,2020-11-18 14:55:50.899260 UTC,388.53
2020-11-18,71727250.2189553,United States,mobile,2020-11-18 16:57:34.793467 UTC,2020-11-18 20:13:33.865388 UTC,195.98
2020-11-18,45732822.6958771,United States,desktop,2020-11-18 08:00:30.569831 UTC,2020-11-18 11:09:06.487379 UTC,188.58
2020-11-18,38970589.1095437,Ireland,mobile,2020-11-18 20:32:40.972506 UTC,2020-11-18 22:54:42.945316 UTC,142.02
2020-11-18,80921507.139335,India,desktop,2020-11-18 05:01:02.506756 UTC,2020-11-18 06:21:49.939449 UTC,80.78
2020-11-18,8575512403.12385,Canada,desktop,2020-11-18 14:15:57.022115 UTC,2020-11-18 15:21:07.872368 UTC,65.17
2020-11-18,12291446.3815334,United States,mobile,2020-11-18 01:16:02.437012 UTC,2020-11-18 02:18:46.987034 UTC,62.73
2020-11-18,41434088.5731372,United States,desktop,2020-11-18 10:37:12.600537 UTC,2020-11-18 11:18:41.990654 UTC,41.48
2020-11-18,7150186.69265544,India,mobile,2020-11-18 17:34:53.527235 UTC,2020-11-18 18:13:23.634594 UTC,38.5
2020-11-18,37308413.7975307,Canada,mobile,2020-11-18 02:08:02.327947 UTC,2020-11-18 02:45:58.133969 UTC,37.92
2020-11-18,3092987668.52573,United States,desktop,2020-11-18 17:18:36.558841 UTC,2020-11-18 17:54:43.354731 UTC,36.1
2020-11-18,1902955797.75153,United States,mobile,2020-11-18 23:07:36.474293 UTC,2020-11-18 23:43:10.989852 UTC,35.57
2020-11-18,12344534.0893063,Singapore,desktop,2020-11-18 02:40:27.981480 UTC,2020-11-18 03:10:33.070430 UTC,30.08
2020-11-18,3970244.0843404,Netherlands,desktop,2020-11-18 17:56:30.205458 UTC,2020-11-18 18:25:30.476089 UTC,29.0
2020-11-18,43139770.9421518,United States,mobile,2020-11-18 17:40:00.423777 UTC,2020-11-18 18:08:56.374947 UTC,28.92
2020-11-18,48579992.6520915,Singapore,mobile,2020-11-18 18:44:19.887622 UTC,2020-11-18 19:08:49.395877 UTC,24.48
2020-11-18,14525425.6643981,China,desktop,2020-11-18 05:53:02.450315 UTC,2020-11-18 06:16:53.187418 UTC,23.83
2020-11-18,3323630.22425793,Netherlands,mobile,2020-11-18 10:16:10.850935 UTC,2020-11-18 10:38:52.415485 UTC,22.68
2020-11-18,76356424.0978454,United States,desktop,2020-11-18 21:53:47.119426 UTC,2020-11-18 22:16:25.541746 UTC,22.63
2020-11-18,88260882.4631526,United States,mobile,2020-11-18 06:04:04.127241 UTC,2020-11-18 06:26:24.720532 UTC,22.33
2020-11-18,5312155.74100922,United States,desktop,2020-11-18 11:29:40.563755 UTC,2020-11-18 11:48:42.655446 UTC,19.03
2020-11-18,5475603.03897782,Ireland,mobile,2020-11-18 05:37:39.816401 UTC,2020-11-18 05:54:25.346738 UTC,16.75
2020-11-18,6037505.20827126,United States,mobile,2020-11-18 01:54:46.512290 UTC,2020-11-18 02:11:30.473883 UTC,16.72
2020-11-18,16533293.5005173,United States,desktop,2020-11-18 09:11:45.708850 UTC,2020-11-18 09:27:10.536118 UTC,15.4
2020-11-18,73039691.3592091,United States,desktop,2020-11-18 01:57:57.052662 UTC,2020-11-18 02:13:08.952902 UTC,15.18
2020-11-18,5315363.02300265,United Kingdom,mobile,2020-11-18 04:49:10.721491 UTC,2020-11-18 05:03:50.282356 UTC,14.65
2020-11-18,80975437.64517,United States,desktop,2020-11-18 16:04:56.669412 UTC,2020-11-18 16:19:13.025291 UTC,14.27
2020-11-18,3891526.7366315,United States,mobile,2020-11-18 03:14:12.717381 UTC,2020-11-18 03:27:29.341025 UTC,13.27
2020-11-18,15903616.8819952,United States,desktop,2020-11-18 11:27:50.908531 UTC,2020-11-18 11:40:40.293027 UTC,12.82
2020-11-18,56162479.7328415,United States,mobile,2020-11-18 14:41:19.453280 UTC,2020-11-18 14:54:01.718603 UTC,12.7
2020-11-18,2912765.28070328,Italy,desktop,2020-11-18 12:07:32.382858 UTC,2020-11-18 12:20:09.695819 UTC,12.62
2020-11-18,41141552.8387155,Poland,mobile,2020-11-18 07:42:49.201087 UTC,2020-11-18 07:55:18.536254 UTC,12.48
2020-11-18,36342934.1053894,United States,mobile,2020-11-18 05:39:09.537174 UTC,2020-11-18 05:51:10.004699 UTC,12.0
2020-11-18,3562907.67272549,United States,desktop,2020-11-18 16:03:02.187495 UTC,2020-11-18 16:14:27.232534 UTC,11.42
2020-11-18,51848909.4124639,France,desktop,2020-11-18 06:19:19.980533 UTC,2020-11-18 06:29:58.329617 UTC,10.63
2020-11-18,92072022.0613567,India,desktop,2020-11-18 16:04:45.079149 UTC,2020-11-18 16:14:31.701862 UTC,9.77
2020-11-18,57966618.4492876,Canada,desktop,2020-11-18 09:27:17.050100 UTC,2020-11-18 09:36:58.979451 UTC,9.68
2020-11-18,8822878673.49749,Poland,desktop,2020-11-18 12:21:57.967750 UTC,2020-11-18 12:30:55.752957 UTC,8.95
2020-11-18,8016178.06130258,United States,mobile,2020-11-18 05:23:55.713149 UTC,2020-11-18 05:32:27.376354 UTC,8.52
2020-11-18,6134557.26621211,Nigeria,mobile,2020-11-18 15:08:59.198862 UTC,2020-11-18 15:16:58.977898 UTC,7.98
2020-11-18,4202156.83142554,United States,mobile,2020-11-18 19:22:04.146007 UTC,2020-11-18 19:29:20.195857 UTC,7.27
2020-11-18,80598518.3764258,United States,mobile,2020-11-18 18:58:54.247780 UTC,2020-11-18 19:05:56.922865 UTC,7.03
2020-11-18,24745771.8606465,United States,desktop,2020-11-18 08:33:00.368242 UTC,2020-11-18 08:39:47.122746 UTC,6.77
2020-11-18,2756907.54635309,Costa Rica,mobile,2020-11-18 02:48:33.340473 UTC,2020-11-18 02:54:59.599792 UTC,6.43
2020-11-18,4292153.8730497,United States,desktop,2020-11-18 20:17:43.842019 UTC,2020-11-18 20:23:37.729685 UTC,5.88
2020-11-18,6006535.51683723,India,desktop,2020-11-18 11:41:05.053628 UTC,2020-11-18 11:46:54.909883 UTC,5.82
2020-11-18,76236262.3256398,Pakistan,desktop,2020-11-18 03:58:44.983189 UTC,2020-11-18 04:03:35.213576 UTC,4.83
2020-11-19,5407612.31417581,Australia,desktop,2020-11-19 01:36:13.112634 UTC,2020-11-19 12:59:15.224119 UTC,683.03
2020-11-19,1706011.84613953,United States,desktop,2020-11-19 09:17:08.466396 UTC,2020-11-19 14:57:02.394697 UTC,339.88
2020-11-19,48159916.2278332,United States,mobile,2020-11-19 07:01:42.684628 UTC,2020-11-19 10:51:48.798073 UTC,230.1
2020-11-19,72491659.83417,Germany,desktop,2020-11-19 04:03:16.647548 UTC,2020-11-19 06:32:51.327603 UTC,149.57
2020-11-19,1317256.84513596,United States,desktop,2020-11-19 12:13:10.010230 UTC,2020-11-19 14:41:36.300160 UTC,148.43
2020-11-19,3402018.02910816,Vietnam,mobile,2020-11-19 13:24:40.764008 UTC,2020-11-19 15:46:51.921495 UTC,142.18
2020-11-19,1603505.56218244,United States,desktop,2020-11-19 11:30:13.718569 UTC,2020-11-19 13:35:45.941346 UTC,125.53
2020-11-19,7013729.34909922,Netherlands,mobile,2020-11-19 13:17:39.049287 UTC,2020-11-19 15:13:03.157839 UTC,115.4
2020-11-19,6035403.01512681,United Kingdom,desktop,2020-11-19 03:19:24.418148 UTC,2020-11-19 04:04:31.799168 UTC,45.12
2020-11-19,55800996.4365989,India,mobile,2020-11-19 18:47:27.630569 UTC,2020-11-19 19:31:34.097409 UTC,44.1
2020-11-19,6603816.51402926,Netherlands,desktop,2020-11-19 07:52:41.470838 UTC,2020-11-19 08:32:28.516096 UTC,39.78
2020-11-19,26869413.1979446,United States,desktop,2020-11-19 20:48:47.056397 UTC,2020-11-19 21:18:46.738812 UTC,29.98
2020-11-19,91330895.7800746,South Korea,desktop,2020-11-19 14:54:13.838360 UTC,2020-11-19 15:23:31.624356 UTC,29.28
2020-11-19,3398888.3003961,India,desktop,2020-11-19 10:36:50.622485 UTC,2020-11-19 11:03:38.840726 UTC,26.8
2020-11-19,7305312.07732048,United States,mobile,2020-11-19 07:52:38.870210 UTC,2020-11-19 08:18:08.018762 UTC,25.48
2020-11-19,51270177.6841667,India,desktop,2020-11-19 16:45:56.790103 UTC,2020-11-19 17:10:48.740457 UTC,24.85
2020-11-19,7019543.7153257,Turkey,mobile,2020-11-19 20:38:44.415900 UTC,2020-11-19 21:01:56.066401 UTC,23.18
2020-11-19,88827381.9303945,Malaysia,desktop,2020-11-19 13:27:40.871910 UTC,2020-11-19 13:50:32.446113 UTC,22.85
2020-11-19,5637710.49369077,Mexico,mobile,2020-11-19 04:49:27.826057 UTC,2020-11-19 05:11:22.950674 UTC,21.92
2020-11-19,49394451.7466103,Sri Lanka,mobile,2020-11-19 05:43:34.053394 UTC,2020-11-19 06:04:25.689116 UTC,20.85
2020-11-19,20303703.1154814,India,desktop,2020-11-19 12:12:41.934148 UTC,2020-11-19 12:30:05.564700 UTC,17.38
2020-11-19,5173366.04375124,Peru,desktop,2020-11-19 15:37:08.477646 UTC,2020-11-19 15:54:29.473139 UTC,17.33
2020-11-19,2660071.67606196,United States,desktop,2020-11-19 03:04:49.414134 UTC,2020-11-19 03:20:42.707053 UTC,15.88
2020-11-19,55601747.6727525,United States,desktop,2020-11-19 05:38:28.408187 UTC,2020-11-19 05:54:14.751125 UTC,15.77
2020-11-19,72967154.2008054,United States,desktop,2020-11-19 13:45:42.045843 UTC,2020-11-19 13:59:53.908624 UTC,14.18
2020-11-19,35307335.0847619,Canada,mobile,2020-11-19 22:38:47.083860 UTC,2020-11-19 22:52:34.912196 UTC,13.78
2020-11-19,2554609494.23466,United States,mobile,2020-11-19 00:42:07.534388 UTC,2020-11-19 00:55:55.046617 UTC,13.78
2020-11-19,5561956.85256403,United States,mobile,2020-11-19 13:14:40.944120 UTC,2020-11-19 13:28:23.065230 UTC,13.7
2020-11-19,1416421.5108958,Spain,mobile,2020-11-19 15:46:36.003083 UTC,2020-11-19 16:00:17.964543 UTC,13.68
2020-11-19,4020386.84199337,Turkey,desktop,2020-11-19 10:21:19.001745 UTC,2020-11-19 10:35:00.256071 UTC,13.68
2020-11-19,87464267.0084919,India,mobile,2020-11-19 23:44:40.349057 UTC,2020-11-19 23:57:40.251772 UTC,12.98
2020-11-19,6628033917.01937,United States,mobile,2020-11-19 23:25:43.513821 UTC,2020-11-19 23:37:42.044529 UTC,11.97
2020-11-19,81335886.8473727,Australia,desktop,2020-11-19 10:31:26.631870 UTC,2020-11-19 10:43:06.461216 UTC,11.65
2020-11-19,30970636.0210409,United States,desktop,2020-11-19 08:20:52.206473 UTC,2020-11-19 08:31:29.904199 UTC,10.62
2020-11-19,2456393477.52747,United States,desktop,2020-11-19 05:22:49.530003 UTC,2020-11-19 05:33:04.820860 UTC,10.25
2020-11-19,77977630.2926457,Canada,desktop,2020-11-19 02:36:18.634060 UTC,2020-11-19 02:45:14.270430 UTC,8.92
2020-11-19,62220268.4064155,Canada,mobile,2020-11-19 15:28:01.027755 UTC,2020-11-19 15:36:31.638431 UTC,8.5
2020-11-19,8039416.44986271,United States,desktop,2020-11-19 17:24:09.419371 UTC,2020-11-19 17:32:32.562885 UTC,8.38
2020-11-19,4789616.56516062,United States,desktop,2020-11-19 01:04:04.735457 UTC,2020-11-19 01:11:06.373989 UTC,7.02
2020-11-19,43950878.2847092,Argentina,desktop,2020-11-19 03:57:46.037857 UTC,2020-11-19 04:04:26.753845 UTC,6.67
2020-11-19,43690856.5510407,Canada,mobile,2020-11-19 12:03:05.306466 UTC,2020-11-19 12:09:44.433086 UTC,6.65
2020-11-19,3654911.38777507,Canada,desktop,2020-11-19 10:41:45.155431 UTC,2020-11-19 10:46:59.266328 UTC,5.23
2020-11-19,76589332.6790534,Ireland,mobile,2020-11-19 05:15:46.039695 UTC,2020-11-19 05:18:29.291727 UTC,2.72
2020-11-19,82616163.0426166,United States,desktop,2020-11-19 00:06:01.105528 UTC,2020-11-19 00:08:33.200911 UTC,2.53
2020-11-20,6672635860.53835,United States,desktop,2020-11-20 01:43:48.309051 UTC,2020-11-20 23:04:43.358892 UTC,1280.92
2020-11-20,6445892.87852192,United States,mobile,2020-11-20 02:27:37.134228 UTC,2020-11-20 23:46:35.056632 UTC,1278.95
2020-11-20,31035575.9910731,Indonesia,desktop,2020-11-20 08:42:02.758066 UTC,2020-11-20 12:45:29.252006 UTC,243.43
2020-11-20,3680421.42137713,India,desktop,2020-11-20 12:05:09.699788 UTC,2020-11-20 15:41:26.829891 UTC,216.28
2020-11-20,30220372.7620678,United Kingdom,mobile,2020-11-20 13:33:56.811514 UTC,2020-11-20 16:43:07.735191 UTC,189.17
2020-11-20,38420537.7216639,Brazil,desktop,2020-11-20 11:05:28.333227 UTC,2020-11-20 13:56:27.806822 UTC,170.98
2020-11-20,4449681.9212786,India,mobile,2020-11-20 00:08:40.511661 UTC,2020-11-20 02:26:17.924645 UTC,137.62
2020-11-20,8156646657.15071,Canada,desktop,2020-11-20 17:29:02.526033 UTC,2020-11-20 19:34:57.034654 UTC,125.9
2020-11-20,15980073.3222059,Canada,desktop,2020-11-20 09:24:30.750803 UTC,2020-11-20 11:06:34.284497 UTC,102.05
2020-11-20,34497430.3741988,United States,mobile,2020-11-20 04:51:29.384903 UTC,2020-11-20 06:29:14.463748 UTC,97.75
2020-11-20,6775372.4463471,India,desktop,2020-11-20 14:59:26.568065 UTC,2020-11-20 16:10:13.624721 UTC,70.78
2020-11-20,8348184265.56401,Canada,desktop,2020-11-20 04:24:23.987313 UTC,2020-11-20 05:25:40.097877 UTC,61.27
2020-11-20,61577291.2144566,United States,mobile,2020-11-20 12:46:16.707590 UTC,2020-11-20 13:25:36.007052 UTC,39.32
2020-11-20,3041494.09083538,United States,mobile,2020-11-20 08:11:04.088138 UTC,2020-11-20 08:48:12.991645 UTC,37.13
2020-11-20,8105555.23769371,Spain,mobile,2020-11-20 06:19:02.553772 UTC,2020-11-20 06:55:47.478635 UTC,36.73
2020-11-20,67244316.0781736,United States,desktop,2020-11-20 15:32:39.134473 UTC,2020-11-20 16:09:07.650439 UTC,36.47
2020-11-20,91529880.6749765,France,mobile,2020-11-20 08:05:47.520708 UTC,2020-11-20 08:40:01.662296 UTC,34.23
2020-11-20,64416999.5439036,United States,desktop,2020-11-20 22:53:18.074343 UTC,2020-11-20 23:25:55.781138 UTC,32.62
2020-11-20,80921507.139335,India,desktop,2020-11-20 01:15:44.825777 UTC,2020-11-20 01:45:54.401300 UTC,30.15
2020-11-20,81646599.9766401,Canada,mobile,2020-11-20 11:13:38.096256 UTC,2020-11-20 11:40:46.408686 UTC,27.13
2020-11-20,36921495.1660009,United States,desktop,2020-11-20 02:15:22.362605 UTC,2020-11-20 02:42:05.187034 UTC,26.7
2020-11-20,1414295036.14502,France,mobile,2020-11-20 01:55:17.217727 UTC,2020-11-20 02:20:30.279045 UTC,25.22
2020-11-20,24164594.4598368,Turkey,mobile,2020-11-20 02:22:21.088519 UTC,2020-11-20 02:47:19.571793 UTC,24.97
2020-11-20,5674547.8008141,India,desktop,2020-11-20 17:17:36.030642 UTC,2020-11-20 17:41:22.664096 UTC,23.77
2020-11-20,39520514.9339206,United States,mobile,2020-11-20 00:00:43.630171 UTC,2020-11-20 00:21:34.759841 UTC,20.85
2020-11-20,7796807.86435814,India,mobile,2020-11-20 17:57:34.535895 UTC,2020-11-20 18:17:46.089187 UTC,20.18
2020-11-20,3578162.06238999,United States,desktop,2020-11-20 03:42:50.836115 UTC,2020-11-20 04:02:51.826638 UTC,20.0
2020-11-20,39602761.4128729,Philippines,desktop,2020-11-20 22:58:15.267823 UTC,2020-11-20 23:18:04.628079 UTC,19.82
2020-11-20,75073588.1859607,Algeria,mobile,2020-11-20 15:46:26.286273 UTC,2020-11-20 16:06:12.384574 UTC,19.77
2020-11-20,38464629.8960208,Singapore,mobile,2020-11-20 16:38:07.748173 UTC,2020-11-20 16:56:46.589800 UTC,18.63
2020-11-20,52565912.2309852,Japan,mobile,2020-11-20 07:32:31.614116 UTC,2020-11-20 07:51:10.326142 UTC,18.63
2020-11-20,8043833.50578483,Canada,desktop,2020-11-20 05:02:14.368476 UTC,2020-11-20 05:19:07.341270 UTC,16.87
2020-11-20,22222567.3132315,India,desktop,2020-11-20 22:08:49.395161 UTC,2020-11-20 22:25:38.906313 UTC,16.82
2020-11-20,68643486.2549022,Canada,mobile,2020-11-20 23:31:56.000066 UTC,2020-11-20 23:48:43.865767 UTC,16.78
2020-11-20,85359676.8060209,India,desktop,2020-11-20 13:40:36.548633 UTC,2020-11-20 13:56:59.612046 UTC,16.38
2020-11-20,75611414.7949596,United States,mobile,2020-11-20 03:50:07.714751 UTC,2020-11-20 04:06:19.715301 UTC,16.2
2020-11-20,5607144.62463272,Japan,mobile,2020-11-20 15:44:46.053268 UTC,2020-11-20 16:00:31.521919 UTC,15.75
2020-11-20,37295810.5629224,United States,mobile,2020-11-20 05:15:44.078898 UTC,2020-11-20 05:30:32.182538 UTC,14.8
2020-11-20,64087102.2456314,United States,desktop,2020-11-20 16:54:08.490355 UTC,2020-11-20 17:08:27.182797 UTC,14.3
2020-11-20,33967208.3195174,United States,mobile,2020-11-20 22:51:02.581236 UTC,2020-11-20 23:05:04.242953 UTC,14.02
2020-11-20,4977232.49905756,China,desktop,2020-11-20 01:37:28.208627 UTC,2020-11-20 01:51:20.068376 UTC,13.85
2020-11-20,30675676.3150878,United States,desktop,2020-11-20 01:03:17.507835 UTC,2020-11-20 01:16:42.633675 UTC,13.42
2020-11-20,14233481.9298635,Russia,mobile,2020-11-20 07:24:53.943230 UTC,2020-11-20 07:36:48.546847 UTC,11.9
2020-11-20,13141816.12949,United States,mobile,2020-11-20 14:44:54.622004 UTC,2020-11-20 14:56:26.014202 UTC,11.52
2020-11-20,77461948.4804221,Mexico,desktop,2020-11-20 09:34:22.434954 UTC,2020-11-20 09:45:47.517564 UTC,11.42
2020-11-20,72137012.1051607,Germany,desktop,2020-11-20 11:59:18.678036 UTC,2020-11-20 12:10:26.722494 UTC,11.13
2020-11-20,4093390.4018374,United States,desktop,2020-11-20 02:51:35.660383 UTC,2020-11-20 03:01:15.295555 UTC,9.65
2020-11-20,7453835.75137619,Thailand,mobile,2020-11-20 21:23:56.184043 UTC,2020-11-20 21:33:25.659852 UTC,9.48
2020-11-20,6472499.98839599,Brazil,desktop,2020-11-20 06:34:47.372278 UTC,2020-11-20 06:43:00.158280 UTC,8.2
2020-11-20,12291446.3815334,United States,mobile,2020-11-20 03:42:33.438056 UTC,2020-11-20 03:50:44.025078 UTC,8.17
2020-11-20,8156121.21086135,United States,mobile,2020-11-20 14:53:34.741939 UTC,2020-11-20 15:01:39.842860 UTC,8.08
2020-11-20,11080044.8197718,United Kingdom,desktop,2020-11-20 03:00:58.340197 UTC,2020-11-20 03:08:56.339048 UTC,7.95
2020-11-20,7158462.48172712,India,desktop,2020-11-20 03:20:20.070710 UTC,2020-11-20 03:28:15.780277 UTC,7.92
2020-11-20,4782127.83794775,Spain,mobile,2020-11-20 23:05:17.654746 UTC,2020-11-20 23:12:53.214253 UTC,7.58
2020-11-20,26064119.0281069,United States,desktop,2020-11-20 00:01:39.431546 UTC,2020-11-20 00:08:58.679782 UTC,7.32
2020-11-20,91388989.2835941,Canada,desktop,2020-11-20 17:34:18.507695 UTC,2020-11-20 17:40:50.660718 UTC,6.53
2020-11-20,1943185.62607138,United States,desktop,2020-11-20 12:10:52.291710 UTC,2020-11-20 12:17:01.701954 UTC,6.15
2020-11-20,4921679.69889659,United States,mobile,2020-11-20 04:32:40.817237 UTC,2020-11-20 04:38:00.977223 UTC,5.33
2020-11-20,4707239.10084321,Netherlands,mobile,2020-11-20 08:44:11.281825 UTC,2020-11-20 08:49:28.416610 UTC,5.28
2020-11-20,11064650.6068648,Indonesia,desktop,2020-11-20 00:00:18.180492 UTC,2020-11-20 00:05:04.719535 UTC,4.77
2020-11-20,18766586.3704506,United States,mobile,2020-11-20 05:42:00.013655 UTC,2020-11-20 05:46:34.272434 UTC,4.57
2020-11-20,8263478975.01538,Pakistan,mobile,2020-11-20 05:03:51.463917 UTC,2020-11-20 05:08:14.122105 UTC,4.37
2020-11-20,2026570.16600363,United States,mobile,2020-11-20 09:23:48.099324 UTC,2020-11-20 09:27:33.915125 UTC,3.75
2020-11-20,30199985.4509664,United States,mobile,2020-11-20 22:03:23.378546 UTC,2020-11-20 22:05:49.951935 UTC,2.43
2020-11-21,3680421.42137713,India,desktop,2020-11-21 03:49:01.025056 UTC,2020-11-21 09:58:46.508472 UTC,369.75
2020-11-21,8693458.96676486,Japan,desktop,2020-11-21 08:13:07.950050 UTC,2020-11-21 14:03:19.166044 UTC,350.18
2020-11-21,4231038.07238917,France,desktop,2020-11-21 03:03:16.004143 UTC,2020-11-21 07:32:48.873691 UTC,269.53
2020-11-21,9397545.79330311,Macao,mobile,2020-11-21 19:36:21.497374 UTC,2020-11-21 23:16:08.841883 UTC,219.78
2020-11-21,2697787.2422183,Sri Lanka,mobile,2020-11-21 02:35:21.318620 UTC,2020-11-21 05:37:39.520352 UTC,182.3
2020-11-21,1549372.95707519,United States,desktop,2020-11-21 14:53:29.831311 UTC,2020-11-21 17:42:45.042955 UTC,169.25
2020-11-21,5039183135.26997,United States,desktop,2020-11-21 17:21:42.716703 UTC,2020-11-21 19:04:48.943609 UTC,103.1
2020-11-21,54050361.8478898,Australia,desktop,2020-11-21 05:17:38.833883 UTC,2020-11-21 06:53:56.186798 UTC,96.28
2020-11-21,6027887.52110649,Taiwan,mobile,2020-11-21 14:50:47.474775 UTC,2020-11-21 16:19:38.571510 UTC,88.85
2020-11-21,4375573.90727448,Russia,desktop,2020-11-21 14:14:40.071376 UTC,2020-11-21 15:41:45.286414 UTC,87.08
2020-11-21,3442489.86869246,United States,mobile,2020-11-21 06:48:49.403211 UTC,2020-11-21 07:51:56.787255 UTC,63.12
2020-11-21,80312544.1441597,United States,desktop,2020-11-21 03:22:59.516667 UTC,2020-11-21 04:23:46.268714 UTC,60.77
2020-11-21,52083507.8774663,United States,desktop,2020-11-21 15:25:43.831439 UTC,2020-11-21 15:58:35.610455 UTC,32.85
2020-11-21,39882887.2837298,Taiwan,desktop,2020-11-21 04:47:53.244009 UTC,2020-11-21 05:16:38.915464 UTC,28.75
2020-11-21,77276609.4416542,United Kingdom,mobile,2020-11-21 17:11:24.946046 UTC,2020-11-21 17:38:26.302058 UTC,27.02
2020-11-21,4928525.83781844,India,mobile,2020-11-21 03:57:54.455989 UTC,2020-11-21 04:24:25.907311 UTC,26.52
2020-11-21,1052482.19041947,United States,desktop,2020-11-21 06:42:11.186015 UTC,2020-11-21 07:07:45.523353 UTC,25.57
2020-11-21,41474740.1017155,United States,desktop,2020-11-21 02:47:31.926273 UTC,2020-11-21 03:11:16.959494 UTC,23.75
2020-11-21,6488582.87884914,China,tablet,2020-11-21 07:58:52.616341 UTC,2020-11-21 08:21:35.467170 UTC,22.7
2020-11-21,2459609.14217532,Germany,mobile,2020-11-21 04:15:56.984180 UTC,2020-11-21 04:34:46.819668 UTC,18.82
2020-11-21,70274582.7964868,United States,desktop,2020-11-21 22:12:43.629608 UTC,2020-11-21 22:30:55.815940 UTC,18.2
2020-11-21,90326169.4943785,United States,mobile,2020-11-21 00:06:29.554064 UTC,2020-11-21 00:21:40.082683 UTC,15.17
2020-11-21,56660152.7616232,France,tablet,2020-11-21 09:10:55.794008 UTC,2020-11-21 09:25:45.315284 UTC,14.82
2020-11-21,72370889.4274312,United States,desktop,2020-11-21 09:17:36.011544 UTC,2020-11-21 09:31:16.974743 UTC,13.67
2020-11-21,77283283.8065996,United States,mobile,2020-11-21 04:45:00.734297 UTC,2020-11-21 04:55:28.729419 UTC,10.45
2020-11-21,18977884.9487126,United States,desktop,2020-11-21 03:02:14.346324 UTC,2020-11-21 03:11:48.612895 UTC,9.57
2020-11-21,9134268.26771857,United States,desktop,2020-11-21 00:00:13.539482 UTC,2020-11-21 00:09:24.608929 UTC,9.18
2020-11-21,24178523.2626897,United States,desktop,2020-11-21 10:43:23.136072 UTC,2020-11-21 10:51:30.247564 UTC,8.12
2020-11-21,8292508.27289202,United States,mobile,2020-11-21 08:58:53.333594 UTC,2020-11-21 09:06:42.799925 UTC,7.82
2020-11-21,29060616.4029163,United States,mobile,2020-11-21 17:43:13.567622 UTC,2020-11-21 17:50:26.866720 UTC,7.22
2020-11-21,1685178.06703361,United States,mobile,2020-11-21 00:44:41.283699 UTC,2020-11-21 00:51:13.212069 UTC,6.52
2020-11-21,8337415.6051453,France,desktop,2020-11-21 02:35:24.939397 UTC,2020-11-21 02:41:28.627010 UTC,6.05
2020-11-21,7305312.07732048,United States,mobile,2020-11-21 14:04:07.340571 UTC,2020-11-21 14:10:01.172312 UTC,5.88
2020-11-21,3526931.37845021,India,mobile,2020-11-21 04:06:44.633897 UTC,2020-11-21 04:12:23.329861 UTC,5.63
2020-11-21,3868899112.41282,Japan,desktop,2020-11-21 02:04:56.494475 UTC,2020-11-21 02:10:23.681729 UTC,5.45
2020-11-22,91380786.2722892,Peru,desktop,2020-11-22 06:01:37.022065 UTC,2020-11-22 23:17:48.973793 UTC,1036.18
2020-11-22,58393225.4182288,United States,desktop,2020-11-22 18:28:53.686687 UTC,2020-11-22 23:33:11.410091 UTC,304.28
2020-11-22,62245069.784205,Brazil,desktop,2020-11-22 07:46:31.842940 UTC,2020-11-22 09:51:12.597472 UTC,124.67
2020-11-22,8926225.93450632,United States,mobile,2020-11-22 09:19:44.050080 UTC,2020-11-22 10:31:16.404365 UTC,71.53
2020-11-22,3438183.98399224,United States,mobile,2020-11-22 06:04:49.457425 UTC,2020-11-22 07:13:03.223057 UTC,68.22
2020-11-22,8879691.48520585,Taiwan,mobile,2020-11-22 09:43:53.627655 UTC,2020-11-22 10:40:34.333759 UTC,56.67
2020-11-22,14763691.5596383,India,desktop,2020-11-22 01:31:46.517874 UTC,2020-11-22 02:24:35.115777 UTC,52.8
2020-11-22,65763297.7718598,France,mobile,2020-11-22 22:07:01.360794 UTC,2020-11-22 22:47:04.860627 UTC,40.05
2020-11-22,27091777.7996598,Turkey,desktop,2020-11-22 02:34:01.422441 UTC,2020-11-22 03:12:30.436141 UTC,38.48
